Time,PlayerLocation,PlaterRotation,
2023.10.14-15.48.08.246,X=411819.228 Y=364565.265 Z=2248.277,P=3.011223 Y=40.739703 R=5.186285,
2023.10.14-15.48.08.320,X=411828.187 Y=364568.062 Z=2248.277,P=2.379288 Y=40.074912 R=4.561206,
2023.10.14-15.48.08.394,X=411828.187 Y=364568.062 Z=2248.277,P=2.280289 Y=39.692477 R=4.122773,
2023.10.14-15.48.08.467,X=411828.187 Y=364568.062 Z=2248.277,P=2.315571 Y=39.798104 R=3.991293,
2023.10.14-15.48.08.543,X=411828.187 Y=364568.062 Z=2248.277,P=2.369223 Y=40.103034 R=3.920965,
2023.10.14-15.48.08.616,X=411828.187 Y=364568.062 Z=2248.277,P=2.346625 Y=40.611326 R=3.777558,
2023.10.14-15.48.08.682,X=411828.187 Y=364568.062 Z=2248.277,P=2.360795 Y=41.556183 R=3.539140,
2023.10.14-15.48.08.752,X=411834.165 Y=364571.107 Z=2248.277,P=2.499622 Y=42.821325 R=3.260218,
2023.10.14-15.48.08.821,X=411849.147 Y=364578.945 Z=2248.277,P=2.791526 Y=44.263768 R=3.006740,
2023.10.14-15.48.08.886,X=411871.987 Y=364591.407 Z=2248.277,P=2.946480 Y=45.687111 R=2.945546,
2023.10.14-15.48.08.957,X=411901.516 Y=364608.404 Z=2248.277,P=3.065691 Y=46.962658 R=2.829125,
2023.10.14-15.48.09.032,X=411938.341 Y=364630.617 Z=2248.277,P=3.231935 Y=47.854810 R=2.613167,
2023.10.14-15.48.09.103,X=411975.604 Y=364654.019 Z=2248.277,P=3.557717 Y=48.491312 R=2.511226,
2023.10.14-15.48.09.174,X=412010.922 Y=364678.841 Z=2248.277,P=3.703086 Y=48.960486 R=2.657275,
2023.10.14-15.48.09.247,X=412044.948 Y=364705.377 Z=2248.277,P=3.618609 Y=49.245759 R=2.699094,
2023.10.14-15.48.09.318,X=412078.042 Y=364733.219 Z=2248.277,P=3.610349 Y=49.320327 R=2.610263,
2023.10.14-15.48.09.391,X=412109.777 Y=364761.875 Z=2248.277,P=3.711983 Y=49.342661 R=2.512028,
2023.10.14-15.48.09.464,X=412141.625 Y=364791.736 Z=2248.277,P=3.798113 Y=49.507137 R=2.496144,
2023.10.14-15.48.09.538,X=412173.610 Y=364822.272 Z=2248.277,P=3.818484 Y=49.722479 R=2.543441,
2023.10.14-15.48.09.610,X=412205.360 Y=364853.051 Z=2248.277,P=3.756839 Y=50.066834 R=2.460224,
2023.10.14-15.48.09.683,X=412235.956 Y=364883.002 Z=2248.277,P=3.658925 Y=50.543609 R=2.386660,
2023.10.14-15.48.09.748,X=412266.997 Y=364913.887 Z=2248.277,P=3.776517 Y=50.801430 R=2.264430,
2023.10.14-15.48.09.815,X=412294.959 Y=364941.538 Z=2248.277,P=3.787198 Y=51.204332 R=2.350506,
2023.10.14-15.48.09.881,X=412323.571 Y=364969.724 Z=2248.277,P=3.918390 Y=51.587958 R=2.317377,
2023.10.14-15.48.09.944,X=412351.250 Y=364997.316 Z=2248.277,P=3.918128 Y=51.926213 R=2.536265,
2023.10.14-15.48.10.012,X=412378.222 Y=365024.570 Z=2248.277,P=3.885770 Y=52.120928 R=2.604347,
2023.10.14-15.48.10.075,X=412406.272 Y=365053.219 Z=2248.277,P=3.862155 Y=52.218904 R=2.543911,
2023.10.14-15.48.10.134,X=412432.948 Y=365080.650 Z=2248.277,P=3.947392 Y=52.202707 R=2.537226,
2023.10.14-15.48.10.198,X=412456.489 Y=365107.224 Z=2248.277,P=4.057854 Y=52.189203 R=2.478280,
2023.10.14-15.48.10.257,X=412480.585 Y=365136.420 Z=2248.277,P=4.154919 Y=52.228119 R=2.533165,
2023.10.14-15.48.10.321,X=412505.574 Y=365162.135 Z=2248.277,P=4.237193 Y=52.296961 R=2.530797,
2023.10.14-15.48.10.380,X=412535.146 Y=365187.360 Z=2248.277,P=4.276372 Y=52.429205 R=2.546012,
2023.10.14-15.48.10.445,X=412563.276 Y=365208.098 Z=2248.277,P=4.320937 Y=52.617978 R=2.600027,
2023.10.14-15.48.10.510,X=412595.641 Y=365230.059 Z=2248.277,P=4.290637 Y=52.751916 R=2.598072,
2023.10.14-15.48.10.574,X=412628.301 Y=365251.514 Z=2248.277,P=4.147700 Y=52.865998 R=2.582902,
2023.10.14-15.48.10.639,X=412660.550 Y=365272.261 Z=2248.277,P=4.188882 Y=52.885732 R=2.367897,
2023.10.14-15.48.10.704,X=412693.222 Y=365292.874 Z=2248.277,P=4.192779 Y=52.890185 R=2.363380,
2023.10.14-15.48.10.766,X=412726.139 Y=365313.419 Z=2248.277,P=4.262702 Y=52.977352 R=2.263436,
2023.10.14-15.48.10.831,X=412758.541 Y=365333.444 Z=2248.277,P=4.261320 Y=53.243925 R=2.290124,
2023.10.14-15.48.10.896,X=412791.224 Y=365353.753 Z=2248.277,P=4.392531 Y=53.623377 R=2.324774,
2023.10.14-15.48.10.959,X=412824.290 Y=365374.545 Z=2248.277,P=4.616157 Y=54.364568 R=2.441516,
2023.10.14-15.48.11.024,X=412856.471 Y=365395.108 Z=2248.277,P=5.064846 Y=55.902279 R=3.210176,
2023.10.14-15.48.11.092,X=412888.367 Y=365416.149 Z=2248.277,P=4.870800 Y=58.292665 R=4.366797,
2023.10.14-15.48.11.160,X=412922.445 Y=365440.165 Z=2248.277,P=4.704478 Y=61.096864 R=4.893904,
2023.10.14-15.48.11.228,X=412954.974 Y=365465.127 Z=2248.277,P=3.593174 Y=63.763617 R=6.152136,
2023.10.14-15.48.11.297,X=412986.381 Y=365491.432 Z=2248.277,P=2.987669 Y=67.038004 R=6.471065,
2023.10.14-15.48.11.361,X=413016.287 Y=365519.094 Z=2248.277,P=1.624811 Y=69.664277 R=6.348169,
2023.10.14-15.48.11.429,X=413043.242 Y=365546.646 Z=2248.277,P=1.609809 Y=72.195242 R=5.435851,
2023.10.14-15.48.11.500,X=413070.739 Y=365577.585 Z=2248.277,P=0.527290 Y=73.531052 R=5.708123,
2023.10.14-15.48.11.570,X=413097.263 Y=365609.699 Z=2248.277,P=0.083180 Y=74.352374 R=4.643169,
2023.10.14-15.48.11.633,X=413123.192 Y=365642.715 Z=2248.277,P=1.012380 Y=74.592052 R=2.388908,
2023.10.14-15.48.11.704,X=413146.709 Y=365673.491 Z=2248.277,P=1.565091 Y=74.186640 R=2.466055,
2023.10.14-15.48.11.774,X=413171.814 Y=365706.666 Z=2248.277,P=1.948582 Y=73.638147 R=2.108405,
2023.10.14-15.48.11.846,X=413197.281 Y=365740.119 Z=2248.277,P=2.389691 Y=72.979943 R=2.169244,
2023.10.14-15.48.11.918,X=413223.696 Y=365774.375 Z=2248.277,P=3.439154 Y=73.008284 R=3.003948,
2023.10.14-15.48.11.989,X=413250.202 Y=365808.693 Z=2248.277,P=1.741607 Y=73.402468 R=3.186478,
2023.10.14-15.48.12.059,X=413276.222 Y=365842.639 Z=2248.277,P=2.156537 Y=74.635540 R=3.839498,
2023.10.14-15.48.12.130,X=413301.535 Y=365876.646 Z=2248.277,P=1.062078 Y=75.853174 R=3.400861,
2023.10.14-15.48.12.202,X=413325.837 Y=365911.011 Z=2248.277,P=1.458524 Y=77.319419 R=2.523092,
2023.10.14-15.48.12.271,X=413349.554 Y=365946.483 Z=2248.277,P=3.277478 Y=79.043760 R=2.982301,
2023.10.14-15.48.12.338,X=413371.601 Y=365981.503 Z=2248.277,P=3.780455 Y=80.436255 R=4.379349,
2023.10.14-15.48.12.407,X=413392.577 Y=366016.834 Z=2248.277,P=2.165313 Y=80.867284 R=4.788490,
2023.10.14-15.48.12.472,X=413410.377 Y=366052.611 Z=2248.277,P=2.209082 Y=81.246637 R=3.601151,
2023.10.14-15.48.12.538,X=413422.719 Y=366090.916 Z=2248.277,P=1.939311 Y=81.526424 R=4.167596,
2023.10.14-15.48.12.604,X=413431.426 Y=366129.973 Z=2248.277,P=0.958890 Y=81.329523 R=3.345494,
2023.10.14-15.48.12.670,X=413438.471 Y=366168.512 Z=2248.277,P=0.698050 Y=80.909273 R=2.856811,
2023.10.14-15.48.12.737,X=413445.036 Y=366207.312 Z=2248.277,P=0.980570 Y=80.444734 R=2.517405,
2023.10.14-15.48.12.802,X=413451.579 Y=366246.308 Z=2248.277,P=0.820655 Y=80.073032 R=1.991976,
2023.10.14-15.48.12.866,X=413458.189 Y=366284.946 Z=2248.277,P=0.590694 Y=79.847741 R=1.847401,
2023.10.14-15.48.12.933,X=413467.111 Y=366322.616 Z=2248.277,P=0.304472 Y=79.606568 R=1.758780,
2023.10.14-15.48.12.991,X=413469.943 Y=366333.793 Z=2248.277,P=-0.041461 Y=79.175353 R=1.161238,
2023.10.14-15.48.13.056,X=413469.943 Y=366333.793 Z=2248.277,P=-0.192942 Y=78.741653 R=0.811887,
2023.10.14-15.48.13.120,X=413469.943 Y=366333.793 Z=2248.277,P=-0.424246 Y=78.474850 R=0.702768,
2023.10.14-15.48.13.184,X=413469.943 Y=366333.793 Z=2248.277,P=-0.540755 Y=78.378403 R=0.399087,
2023.10.14-15.48.13.247,X=413469.943 Y=366333.793 Z=2248.277,P=-0.496039 Y=78.646808 R=0.383639,
2023.10.14-15.48.13.313,X=413470.903 Y=366338.577 Z=2248.277,P=-0.308712 Y=79.350552 R=0.354118,
2023.10.14-15.48.13.376,X=413473.293 Y=366351.374 Z=2248.277,P=-0.320554 Y=80.317026 R=0.506142,
2023.10.14-15.48.13.443,X=413476.911 Y=366372.735 Z=2248.277,P=-0.276461 Y=81.497236 R=0.955277,
2023.10.14-15.48.13.506,X=413481.473 Y=366402.921 Z=2248.277,P=-0.362895 Y=82.650048 R=1.000244,
2023.10.14-15.48.13.569,X=413486.286 Y=366439.587 Z=2248.277,P=-0.330866 Y=83.709534 R=1.062182,
2023.10.14-15.48.13.634,X=413490.570 Y=366477.853 Z=2248.277,P=-0.325817 Y=84.576485 R=1.260759,
2023.10.14-15.48.13.699,X=413494.164 Y=366516.673 Z=2248.277,P=-0.228482 Y=85.296746 R=1.412395,
2023.10.14-15.48.13.761,X=413497.047 Y=366554.333 Z=2248.277,P=-0.308670 Y=85.719974 R=1.707238,
2023.10.14-15.48.13.823,X=413499.385 Y=366591.961 Z=2248.277,P=-0.385342 Y=86.063946 R=1.750999,
2023.10.14-15.48.13.885,X=413501.258 Y=366629.527 Z=2247.432,P=-0.433305 Y=86.370026 R=1.502134,
2023.10.14-15.48.13.948,X=413502.936 Y=366666.741 Z=2247.432,P=-0.393776 Y=86.675381 R=1.416349,
2023.10.14-15.48.14.010,X=413504.538 Y=366704.227 Z=2247.432,P=-0.267528 Y=86.914236 R=1.659604,
2023.10.14-15.48.14.072,X=413506.027 Y=366741.707 Z=2247.432,P=-0.638122 Y=87.059329 R=1.651151,
2023.10.14-15.48.14.133,X=413507.316 Y=366778.392 Z=2248.447,P=-0.977819 Y=87.045611 R=1.604057,
2023.10.14-15.48.14.195,X=413508.513 Y=366815.310 Z=2248.447,P=-1.273219 Y=86.921867 R=1.281525,
2023.10.14-15.48.14.255,X=413509.684 Y=366851.795 Z=2248.447,P=-1.364121 Y=86.726495 R=1.146663,
2023.10.14-15.48.14.317,X=413510.824 Y=366888.384 Z=2248.447,P=-1.480928 Y=86.472791 R=1.322274,
2023.10.14-15.48.14.378,X=413512.118 Y=366925.539 Z=2248.447,P=-1.684446 Y=86.042783 R=1.211770,
2023.10.14-15.48.14.440,X=413513.610 Y=366962.082 Z=2248.447,P=-1.921280 Y=85.492816 R=1.174681,
2023.10.14-15.48.14.502,X=413515.403 Y=366999.012 Z=2248.447,P=-2.166582 Y=84.993079 R=0.866944,
2023.10.14-15.48.14.564,X=413517.491 Y=367035.695 Z=2248.447,P=-2.251550 Y=84.456101 R=0.711866,
2023.10.14-15.48.14.626,X=413519.954 Y=367073.100 Z=2248.447,P=-2.137337 Y=83.830133 R=0.506759,
2023.10.14-15.48.14.690,X=413522.901 Y=367111.077 Z=2248.447,P=-2.074161 Y=83.223946 R=0.218190,
2023.10.14-15.48.14.754,X=413526.205 Y=367148.852 Z=2248.447,P=-1.996103 Y=82.601570 R=0.153836,
2023.10.14-15.48.14.821,X=413530.021 Y=367187.267 Z=2248.447,P=-2.022012 Y=81.904338 R=-0.145190,
2023.10.14-15.48.14.885,X=413534.419 Y=367226.552 Z=2248.447,P=-2.036105 Y=81.298764 R=-0.341869,
2023.10.14-15.48.14.951,X=413539.099 Y=367264.963 Z=2248.447,P=-2.067124 Y=80.633350 R=-0.544990,
2023.10.14-15.48.15.019,X=413544.404 Y=367304.492 Z=2248.447,P=-1.876411 Y=80.034260 R=-0.638707,
2023.10.14-15.48.15.086,X=413550.345 Y=367344.583 Z=2248.447,P=-1.882332 Y=79.170604 R=-0.731705,
2023.10.14-15.48.15.154,X=413556.751 Y=367383.926 Z=2248.447,P=-1.784417 Y=78.295444 R=-0.746572,
2023.10.14-15.48.15.225,X=413564.170 Y=367424.856 Z=2248.447,P=-1.861479 Y=77.397592 R=-0.717401,
2023.10.14-15.48.15.294,X=413572.243 Y=367466.342 Z=2248.447,P=-1.877205 Y=76.603645 R=-0.631008,
2023.10.14-15.48.15.364,X=413580.776 Y=367507.082 Z=2248.447,P=-1.824687 Y=75.609495 R=-0.769321,
2023.10.14-15.48.15.435,X=413589.965 Y=367547.683 Z=2248.447,P=-1.725355 Y=74.674781 R=-0.538014,
2023.10.14-15.48.15.504,X=413599.965 Y=367588.718 Z=2248.447,P=-1.728026 Y=73.792102 R=-0.433697,
2023.10.14-15.48.15.567,X=413610.502 Y=367629.151 Z=2248.447,P=-1.637410 Y=73.007795 R=-0.307384,
2023.10.14-15.48.15.634,X=413620.661 Y=367665.660 Z=2248.447,P=-1.543448 Y=71.942564 R=-0.159929,
2023.10.14-15.48.15.702,X=413632.070 Y=367703.957 Z=2247.447,P=-1.304199 Y=70.437720 R=0.000030,
2023.10.14-15.48.15.759,X=413644.494 Y=367742.513 Z=2247.447,P=-1.125322 Y=68.427068 R=0.363885,
2023.10.14-15.48.15.805,X=413656.075 Y=367775.494 Z=2247.447,P=-1.067811 Y=66.508082 R=0.659285,
2023.10.14-15.48.15.865,X=413666.668 Y=367801.396 Z=2247.447,P=-0.794987 Y=63.545067 R=0.798079,
2023.10.14-15.48.15.924,X=413681.764 Y=367833.140 Z=2248.333,P=-0.501718 Y=59.883122 R=1.169960,
2023.10.14-15.48.15.984,X=413699.301 Y=367864.224 Z=2248.333,P=-0.403812 Y=55.915992 R=1.356394,
2023.10.14-15.48.16.050,X=413719.554 Y=367894.637 Z=2248.333,P=-0.214769 Y=51.246980 R=1.509567,
2023.10.14-15.48.16.117,X=413743.958 Y=367925.509 Z=2248.333,P=-0.133444 Y=46.804057 R=1.743521,
2023.10.14-15.48.16.184,X=413771.510 Y=367954.800 Z=2248.333,P=-0.163116 Y=43.116976 R=1.904776,
2023.10.14-15.48.16.255,X=413801.123 Y=367981.731 Z=2248.333,P=-0.244847 Y=40.161043 R=1.820706,
2023.10.14-15.48.16.325,X=413809.675 Y=367989.256 Z=2248.333,P=-0.162502 Y=37.562459 R=1.828864,
2023.10.14-15.48.16.395,X=413809.675 Y=367989.256 Z=2248.333,P=0.028361 Y=34.980670 R=1.931793,
2023.10.14-15.48.16.465,X=413809.675 Y=367989.256 Z=2248.333,P=0.185564 Y=32.290378 R=1.962366,
2023.10.14-15.48.16.535,X=413809.675 Y=367989.256 Z=2248.333,P=0.444620 Y=29.011976 R=2.320879,
2023.10.14-15.48.16.604,X=413809.675 Y=367989.256 Z=2248.333,P=0.384464 Y=26.282254 R=3.365030,
2023.10.14-15.48.16.673,X=413814.577 Y=367991.212 Z=2248.333,P=0.138222 Y=24.348704 R=4.520577,
2023.10.14-15.48.16.746,X=413828.303 Y=367994.775 Z=2248.333,P=0.119392 Y=23.265546 R=4.567007,
2023.10.14-15.48.16.818,X=413853.057 Y=367999.956 Z=2248.333,P=0.799602 Y=23.365684 R=4.028276,
2023.10.14-15.48.16.888,X=413888.534 Y=368006.939 Z=2248.333,P=1.085879 Y=23.804234 R=3.885793,
2023.10.14-15.48.16.959,X=413929.169 Y=368017.396 Z=2248.333,P=0.363204 Y=23.744486 R=3.144247,
2023.10.14-15.48.17.028,X=413969.424 Y=368031.188 Z=2248.333,P=0.605821 Y=23.674764 R=2.800032,
2023.10.14-15.48.17.098,X=414007.938 Y=368046.445 Z=2248.333,P=0.187224 Y=23.235661 R=3.815171,
2023.10.14-15.48.17.168,X=414047.020 Y=368062.724 Z=2248.333,P=-0.986804 Y=22.645464 R=4.322567,
2023.10.14-15.48.17.238,X=414085.086 Y=368078.648 Z=2248.333,P=-1.649899 Y=22.356050 R=4.658137,
2023.10.14-15.48.17.308,X=414124.304 Y=368094.917 Z=2248.333,P=-2.389483 Y=22.103274 R=4.100950,
2023.10.14-15.48.17.379,X=414163.177 Y=368110.867 Z=2248.333,P=-2.948155 Y=21.771747 R=3.682896,
2023.10.14-15.48.17.450,X=414202.071 Y=368127.195 Z=2248.333,P=-3.407422 Y=21.448845 R=3.975826,
2023.10.14-15.48.17.520,X=414239.092 Y=368147.903 Z=2248.333,P=-3.960233 Y=21.133758 R=4.079974,
2023.10.14-15.48.17.592,X=414252.184 Y=368157.174 Z=2248.333,P=-4.463432 Y=20.439361 R=3.847388,
2023.10.14-15.48.17.658,X=414253.419 Y=368158.107 Z=2248.333,P=-4.430432 Y=19.572637 R=3.890975,
2023.10.14-15.48.17.724,X=414253.419 Y=368158.107 Z=2248.333,P=-4.633987 Y=18.541105 R=4.011445,
2023.10.14-15.48.17.797,X=414253.419 Y=368158.107 Z=2248.333,P=-4.857953 Y=17.071081 R=3.939868,
2023.10.14-15.48.17.867,X=414253.419 Y=368158.107 Z=2248.333,P=-5.278863 Y=15.538522 R=3.927653,
2023.10.14-15.48.17.931,X=414253.419 Y=368158.107 Z=2248.333,P=-5.955023 Y=14.113721 R=3.517882,
2023.10.14-15.48.17.995,X=414250.753 Y=368163.837 Z=2248.333,P=-6.189195 Y=12.465111 R=2.939981,
2023.10.14-15.48.18.059,X=414244.352 Y=368177.442 Z=2248.333,P=-6.112478 Y=10.948098 R=2.916111,
2023.10.14-15.48.18.126,X=414234.593 Y=368198.327 Z=2248.333,P=-5.274111 Y=9.490919 R=2.833353,
2023.10.14-15.48.18.193,X=414220.354 Y=368228.575 Z=2248.333,P=-4.309107 Y=8.295711 R=3.121703,
2023.10.14-15.48.18.262,X=414203.384 Y=368265.194 Z=2248.333,P=-4.054247 Y=7.460089 R=3.322888,
2023.10.14-15.48.18.329,X=414186.749 Y=368302.332 Z=2248.333,P=-3.437668 Y=6.689562 R=2.235444,
2023.10.14-15.48.18.397,X=414171.184 Y=368339.857 Z=2248.333,P=-2.875099 Y=5.772756 R=1.864689,
2023.10.14-15.48.18.464,X=414160.900 Y=368379.233 Z=2248.333,P=-2.434478 Y=4.831087 R=2.319298,
2023.10.14-15.48.18.533,X=414154.920 Y=368419.450 Z=2248.333,P=-1.519240 Y=3.827325 R=2.068050,
2023.10.14-15.48.18.602,X=414161.211 Y=368459.825 Z=2248.333,P=-0.869529 Y=3.080967 R=1.845664,
2023.10.14-15.48.18.669,X=414181.411 Y=368495.919 Z=2248.333,P=-0.383051 Y=2.595172 R=1.749492,
2023.10.14-15.48.18.737,X=414209.239 Y=368525.493 Z=2248.333,P=0.100740 Y=2.082996 R=1.506217,
2023.10.14-15.48.18.805,X=414240.288 Y=368551.164 Z=2248.333,P=0.307510 Y=1.497840 R=1.268507,
2023.10.14-15.48.18.872,X=414273.281 Y=368575.234 Z=2248.333,P=0.305341 Y=0.869556 R=1.334841,
2023.10.14-15.48.18.939,X=414307.035 Y=368596.791 Z=2248.333,P=0.534260 Y=0.272876 R=1.572877,
2023.10.14-15.48.19.001,X=414342.162 Y=368617.171 Z=2248.333,P=0.665119 Y=-0.201254 R=1.769981,
2023.10.14-15.48.19.056,X=414374.482 Y=368635.042 Z=2248.333,P=0.846464 Y=-0.594855 R=1.593293,
2023.10.14-15.48.19.117,X=414403.899 Y=368650.858 Z=2248.333,P=1.032846 Y=-0.902482 R=1.426572,
2023.10.14-15.48.19.168,X=414435.828 Y=368667.700 Z=2248.333,P=1.142506 Y=-1.154924 R=1.394730,
2023.10.14-15.48.19.223,X=414462.706 Y=368681.640 Z=2248.333,P=1.328944 Y=-1.497604 R=1.351531,
2023.10.14-15.48.19.280,X=414492.672 Y=368696.940 Z=2248.333,P=1.566717 Y=-1.833596 R=1.311335,
2023.10.14-15.48.19.335,X=414522.891 Y=368711.948 Z=2248.333,P=1.567525 Y=-2.105216 R=1.361026,
2023.10.14-15.48.19.392,X=414553.038 Y=368726.039 Z=2248.333,P=1.720077 Y=-2.469936 R=1.445209,
2023.10.14-15.48.19.448,X=414584.509 Y=368739.005 Z=2248.333,P=1.876442 Y=-2.770299 R=1.524322,
2023.10.14-15.48.19.499,X=414615.772 Y=368750.751 Z=2248.333,P=2.097370 Y=-3.004703 R=1.592341,
2023.10.14-15.48.19.550,X=414645.170 Y=368759.848 Z=2248.333,P=2.197618 Y=-3.243454 R=1.582935,
2023.10.14-15.48.19.608,X=414665.684 Y=368764.669 Z=2248.333,P=2.311499 Y=-3.480152 R=1.636601,
2023.10.14-15.48.19.659,X=414676.064 Y=368766.121 Z=2248.333,P=2.458782 Y=-3.585318 R=1.632028,
2023.10.14-15.48.19.715,X=414677.461 Y=368766.266 Z=2248.333,P=2.664537 Y=-3.663090 R=1.580492,
2023.10.14-15.48.19.771,X=414677.461 Y=368766.266 Z=2248.333,P=2.788050 Y=-3.812645 R=1.468183,
2023.10.14-15.48.19.825,X=414677.461 Y=368766.266 Z=2248.333,P=2.964440 Y=-3.915534 R=1.407268,
2023.10.14-15.48.19.871,X=414677.461 Y=368766.266 Z=2248.333,P=3.231367 Y=-3.993325 R=1.336207,
2023.10.14-15.48.19.924,X=414677.461 Y=368766.266 Z=2248.333,P=3.697196 Y=-4.035001 R=1.299038,
2023.10.14-15.48.19.976,X=414677.461 Y=368766.266 Z=2248.333,P=4.033095 Y=-4.091284 R=1.168650,
2023.10.14-15.48.20.027,X=414681.518 Y=368766.285 Z=2248.333,P=4.238941 Y=-4.041230 R=1.116679,
2023.10.14-15.48.20.079,X=414690.986 Y=368766.301 Z=2248.333,P=4.317692 Y=-3.929030 R=1.136758,
2023.10.14-15.48.20.134,X=414705.949 Y=368766.364 Z=2248.333,P=4.372550 Y=-3.698703 R=1.185735,
2023.10.14-15.48.20.191,X=414728.319 Y=368766.540 Z=2248.333,P=4.528566 Y=-3.434001 R=1.137663,
2023.10.14-15.48.20.246,X=414757.373 Y=368766.810 Z=2248.333,P=4.636142 Y=-3.195666 R=1.056246,
2023.10.14-15.48.20.303,X=414790.845 Y=368767.192 Z=2248.333,P=4.673023 Y=-2.992571 R=1.078810,
2023.10.14-15.48.20.359,X=414824.746 Y=368767.757 Z=2248.333,P=4.669317 Y=-2.778768 R=1.197238,
2023.10.14-15.48.20.411,X=414858.844 Y=368768.366 Z=2248.333,P=4.593114 Y=-2.561900 R=1.298679,
2023.10.14-15.48.20.466,X=414889.502 Y=368768.999 Z=2248.333,P=4.603695 Y=-2.355032 R=1.419369,
2023.10.14-15.48.20.523,X=414922.761 Y=368769.887 Z=2248.333,P=4.644301 Y=-2.234244 R=1.529820,
2023.10.14-15.48.20.580,X=414956.570 Y=368770.957 Z=2248.333,P=4.617592 Y=-2.189177 R=1.649262,
2023.10.14-15.48.20.637,X=414990.768 Y=368772.143 Z=2248.333,P=4.737420 Y=-2.189862 R=1.728297,
2023.10.14-15.48.20.693,X=415024.733 Y=368773.375 Z=2248.333,P=4.737435 Y=-2.232993 R=1.847184,
2023.10.14-15.48.20.750,X=415058.704 Y=368774.623 Z=2248.333,P=4.666975 Y=-2.319917 R=1.963438,
2023.10.14-15.48.20.809,X=415093.111 Y=368775.872 Z=2248.333,P=4.879292 Y=-2.416842 R=2.052595,
2023.10.14-15.48.20.872,X=415128.414 Y=368777.115 Z=2248.333,P=5.186256 Y=-2.542161 R=2.035639,
2023.10.14-15.48.20.933,X=415165.424 Y=368778.357 Z=2248.333,P=5.592730 Y=-2.799727 R=2.018536,
2023.10.14-15.48.20.997,X=415202.780 Y=368779.501 Z=2248.333,P=5.811269 Y=-3.094005 R=2.052788,
2023.10.14-15.48.21.058,X=415240.348 Y=368780.560 Z=2248.333,P=6.029940 Y=-3.351625 R=2.140386,
2023.10.14-15.48.21.121,X=415278.084 Y=368781.440 Z=2248.333,P=6.196644 Y=-3.612254 R=2.272695,
2023.10.14-15.48.21.183,X=415315.277 Y=368782.026 Z=2248.333,P=6.091068 Y=-3.780647 R=2.438581,
2023.10.14-15.48.21.249,X=415352.626 Y=368782.488 Z=2248.333,P=6.184212 Y=-3.766283 R=2.608531,
2023.10.14-15.48.21.314,X=415392.522 Y=368782.934 Z=2248.333,P=6.352270 Y=-3.669360 R=2.604554,
2023.10.14-15.48.21.380,X=415431.415 Y=368783.278 Z=2248.333,P=6.540502 Y=-3.621962 R=2.588915,
2023.10.14-15.48.21.447,X=415470.851 Y=368783.582 Z=2248.333,P=6.610584 Y=-3.584737 R=2.603755,
2023.10.14-15.48.21.513,X=415510.454 Y=368783.883 Z=2248.333,P=6.476661 Y=-3.565735 R=2.658841,
2023.10.14-15.48.21.570,X=415550.704 Y=368784.195 Z=2248.333,P=6.175635 Y=-3.505079 R=2.740776,
2023.10.14-15.48.21.637,X=415584.495 Y=368784.476 Z=2248.333,P=5.492377 Y=-3.357598 R=2.769098,
2023.10.14-15.48.21.706,X=415625.479 Y=368784.881 Z=2248.333,P=4.386657 Y=-3.006418 R=2.610473,
2023.10.14-15.48.21.773,X=415666.430 Y=368785.552 Z=2248.333,P=2.628787 Y=-2.475584 R=2.403041,
2023.10.14-15.48.21.841,X=415706.864 Y=368786.445 Z=2248.333,P=0.589270 Y=-1.757317 R=2.385231,
2023.10.14-15.48.21.895,X=415747.438 Y=368787.797 Z=2248.333,P=-0.813949 Y=-1.241287 R=2.453755,
2023.10.14-15.48.21.947,X=415779.726 Y=368789.568 Z=2248.333,P=-2.018181 Y=-0.902716 R=2.522152,
2023.10.14-15.48.22.003,X=415811.196 Y=368793.387 Z=2248.333,P=-2.886598 Y=-0.667169 R=2.522419,
2023.10.14-15.48.22.054,X=415843.343 Y=368800.031 Z=2248.333,P=-3.257401 Y=-0.614065 R=2.470001,
2023.10.14-15.48.22.108,X=415873.453 Y=368808.632 Z=2248.333,P=-3.640981 Y=-0.671571 R=2.390741,
2023.10.14-15.48.22.162,X=415902.211 Y=368818.485 Z=2248.333,P=-3.956964 Y=-0.783636 R=2.382889,
2023.10.14-15.48.22.221,X=415911.478 Y=368822.080 Z=2248.333,P=-4.260140 Y=-0.887024 R=2.336352,
2023.10.14-15.48.22.278,X=415911.478 Y=368822.080 Z=2248.333,P=-4.704346 Y=-0.871055 R=2.299980,
2023.10.14-15.48.22.332,X=415911.478 Y=368822.080 Z=2248.333,P=-5.281366 Y=-0.886835 R=2.254234,
2023.10.14-15.48.22.372,X=415911.478 Y=368822.080 Z=2248.333,P=-5.705067 Y=-0.868467 R=2.239556,
2023.10.14-15.48.22.425,X=415911.478 Y=368822.080 Z=2248.333,P=-6.492760 Y=-0.846833 R=2.173410,
2023.10.14-15.48.22.468,X=415911.478 Y=368822.080 Z=2248.333,P=-7.337339 Y=-0.785269 R=2.118199,
2023.10.14-15.48.22.515,X=415912.348 Y=368822.607 Z=2248.333,P=-8.429612 Y=-0.730443 R=1.981454,
2023.10.14-15.48.22.568,X=415916.885 Y=368824.908 Z=2248.333,P=-9.757831 Y=-0.662825 R=1.825800,
2023.10.14-15.48.22.610,X=415925.986 Y=368829.085 Z=2248.333,P=-10.778981 Y=-0.560572 R=1.717509,
