Time,PlayerLocation,PlaterRotation,
2023.10.14-15.47.32.281,X=401945.419 Y=367704.744 Z=2248.023,P=4.756832 Y=-75.438418 R=-0.120717,
2023.10.14-15.47.32.338,X=401944.546 Y=367682.802 Z=2248.023,P=4.136291 Y=-73.888543 R=-0.098137,
2023.10.14-15.47.32.396,X=401943.848 Y=367653.467 Z=2248.023,P=3.827414 Y=-72.346359 R=-0.235745,
2023.10.14-15.47.32.459,X=401943.845 Y=367618.175 Z=2248.023,P=3.460162 Y=-70.492661 R=-0.411400,
2023.10.14-15.47.32.524,X=401944.957 Y=367581.463 Z=2248.023,P=2.955873 Y=-68.958685 R=-0.452812,
2023.10.14-15.47.32.595,X=401947.803 Y=367541.638 Z=2248.023,P=2.591761 Y=-67.220084 R=-0.319586,
2023.10.14-15.47.32.665,X=401952.804 Y=367499.952 Z=2248.023,P=2.246375 Y=-64.268437 R=0.075896,
2023.10.14-15.47.32.736,X=401961.078 Y=367458.855 Z=2248.023,P=2.400336 Y=-58.801045 R=0.889716,
2023.10.14-15.47.32.809,X=401976.694 Y=367418.938 Z=2248.023,P=2.660854 Y=-52.818671 R=1.234155,
2023.10.14-15.47.32.881,X=401993.431 Y=367392.993 Z=2248.023,P=2.980136 Y=-45.318617 R=1.882180,
2023.10.14-15.47.32.954,X=402021.015 Y=367386.149 Z=2248.023,P=3.350756 Y=-38.839667 R=2.287011,
2023.10.14-15.47.33.030,X=402051.535 Y=367399.926 Z=2248.023,P=3.548693 Y=-32.721045 R=2.618149,
2023.10.14-15.47.33.105,X=402081.221 Y=367431.029 Z=2248.023,P=3.566359 Y=-28.294854 R=2.823613,
2023.10.14-15.47.33.177,X=402088.932 Y=367440.466 Z=2248.023,P=3.389917 Y=-24.532070 R=3.187815,
2023.10.14-15.47.33.250,X=402092.631 Y=367446.482 Z=2248.023,P=3.019181 Y=-20.696905 R=3.791648,
2023.10.14-15.47.33.324,X=402095.632 Y=367452.780 Z=2248.023,P=2.498307 Y=-17.768022 R=4.400265,
2023.10.14-15.47.33.395,X=402095.632 Y=367452.780 Z=2248.023,P=2.379375 Y=-14.699195 R=4.671984,
2023.10.14-15.47.33.466,X=402095.632 Y=367452.780 Z=2248.023,P=2.534953 Y=-12.941427 R=4.090688,
2023.10.14-15.47.33.538,X=402095.632 Y=367452.780 Z=2248.023,P=1.871401 Y=-12.274452 R=3.042712,
2023.10.14-15.47.33.607,X=402095.632 Y=367452.780 Z=2248.023,P=1.826287 Y=-12.775858 R=3.231363,
2023.10.14-15.47.33.677,X=402095.632 Y=367452.780 Z=2248.023,P=2.332404 Y=-13.356274 R=3.932749,
2023.10.14-15.47.33.747,X=402095.632 Y=367452.780 Z=2248.023,P=2.569908 Y=-14.096650 R=4.149609,
2023.10.14-15.47.33.813,X=402095.632 Y=367452.780 Z=2248.023,P=2.000214 Y=-15.031815 R=3.989545,
2023.10.14-15.47.33.881,X=402095.632 Y=367452.780 Z=2248.023,P=1.704460 Y=-16.034775 R=3.473542,
2023.10.14-15.47.33.950,X=402097.620 Y=367452.239 Z=2248.023,P=1.244048 Y=-16.503227 R=3.304936,
2023.10.14-15.47.34.022,X=402106.789 Y=367451.001 Z=2248.023,P=0.966666 Y=-16.689398 R=3.754191,
2023.10.14-15.47.34.092,X=402126.131 Y=367450.043 Z=2248.023,P=0.769432 Y=-16.356400 R=4.507993,
2023.10.14-15.47.34.163,X=402155.515 Y=367449.555 Z=2248.023,P=0.681219 Y=-16.603867 R=4.223156,
2023.10.14-15.47.34.234,X=402195.375 Y=367449.247 Z=2248.023,P=0.872222 Y=-16.408302 R=5.130083,
2023.10.14-15.47.34.305,X=402238.469 Y=367449.106 Z=2248.023,P=1.581966 Y=-16.113455 R=4.961882,
2023.10.14-15.47.34.375,X=402280.780 Y=367449.091 Z=2248.023,P=2.249035 Y=-16.075644 R=4.281822,
2023.10.14-15.47.34.446,X=402323.143 Y=367449.038 Z=2248.023,P=1.520054 Y=-15.749372 R=4.288422,
2023.10.14-15.47.34.516,X=402365.731 Y=367449.171 Z=2248.023,P=1.840940 Y=-15.014132 R=4.090956,
2023.10.14-15.47.34.587,X=402408.172 Y=367449.511 Z=2248.023,P=2.254834 Y=-14.181752 R=3.756606,
2023.10.14-15.47.34.657,X=402450.260 Y=367450.311 Z=2248.023,P=2.534504 Y=-13.626709 R=3.597598,
2023.10.14-15.47.34.727,X=402492.239 Y=367451.506 Z=2248.023,P=2.876859 Y=-13.491496 R=3.393578,
2023.10.14-15.47.34.796,X=402534.347 Y=367452.947 Z=2248.023,P=3.373155 Y=-13.497630 R=3.135599,
2023.10.14-15.47.34.867,X=402576.129 Y=367453.730 Z=2248.023,P=3.855768 Y=-13.747218 R=2.832407,
2023.10.14-15.47.34.937,X=402618.068 Y=367450.383 Z=2248.023,P=4.178583 Y=-14.443835 R=2.676701,
2023.10.14-15.47.35.007,X=402659.474 Y=367444.242 Z=2248.023,P=4.395450 Y=-15.092100 R=2.655982,
2023.10.14-15.47.35.078,X=402701.190 Y=367436.557 Z=2248.023,P=4.463158 Y=-15.631257 R=2.479824,
2023.10.14-15.47.35.147,X=402742.441 Y=367428.018 Z=2248.023,P=4.494210 Y=-16.253775 R=2.364022,
2023.10.14-15.47.35.217,X=402783.138 Y=367419.008 Z=2248.023,P=4.497954 Y=-17.029919 R=2.241929,
2023.10.14-15.47.35.287,X=402823.958 Y=367409.416 Z=2248.023,P=4.614709 Y=-17.984658 R=2.178778,
2023.10.14-15.47.35.357,X=402864.463 Y=367399.463 Z=2248.023,P=4.762437 Y=-19.169072 R=2.049305,
2023.10.14-15.47.35.430,X=402905.073 Y=367388.646 Z=2248.023,P=4.805949 Y=-20.539166 R=1.932280,
2023.10.14-15.47.35.500,X=402946.985 Y=367375.199 Z=2248.023,P=4.828444 Y=-21.673147 R=1.838422,
2023.10.14-15.47.35.570,X=402984.725 Y=367358.592 Z=2248.023,P=4.920527 Y=-22.428466 R=1.781501,
2023.10.14-15.47.35.643,X=403022.940 Y=367338.392 Z=2248.023,P=4.932911 Y=-22.976556 R=1.608203,
2023.10.14-15.47.35.714,X=403060.363 Y=367316.852 Z=2248.023,P=4.959718 Y=-23.408813 R=1.472540,
2023.10.14-15.47.35.785,X=403096.926 Y=367294.865 Z=2248.023,P=4.912370 Y=-24.045444 R=1.369715,
2023.10.14-15.47.35.856,X=403133.541 Y=367272.144 Z=2248.023,P=4.682666 Y=-24.606497 R=1.312612,
2023.10.14-15.47.35.929,X=403169.480 Y=367249.261 Z=2248.023,P=4.323852 Y=-25.117234 R=1.230422,
2023.10.14-15.47.35.999,X=403204.957 Y=367224.709 Z=2248.023,P=4.146830 Y=-25.640681 R=1.254937,
2023.10.14-15.47.36.069,X=403238.597 Y=367198.398 Z=2248.023,P=4.069688 Y=-26.178826 R=1.168972,
2023.10.14-15.47.36.140,X=403270.286 Y=367170.767 Z=2248.023,P=4.037504 Y=-26.771998 R=1.074835,
2023.10.14-15.47.36.212,X=403300.665 Y=367141.559 Z=2248.023,P=4.005206 Y=-27.268376 R=1.085268,
2023.10.14-15.47.36.284,X=403330.399 Y=367110.771 Z=2248.023,P=3.882776 Y=-27.386144 R=1.145106,
2023.10.14-15.47.36.356,X=403360.241 Y=367078.391 Z=2248.023,P=3.918213 Y=-27.235874 R=1.305615,
2023.10.14-15.47.36.430,X=403389.168 Y=367046.100 Z=2248.023,P=3.915270 Y=-26.996846 R=1.339103,
2023.10.14-15.47.36.501,X=403418.674 Y=367012.973 Z=2248.023,P=4.101805 Y=-27.002189 R=1.205916,
2023.10.14-15.47.36.574,X=403447.174 Y=366981.061 Z=2248.023,P=4.199602 Y=-27.250998 R=0.957978,
2023.10.14-15.47.36.647,X=403476.060 Y=366948.531 Z=2248.023,P=4.292371 Y=-27.586118 R=0.790644,
2023.10.14-15.47.36.738,X=403505.096 Y=366915.398 Z=2248.023,P=4.292371 Y=-27.586118 R=0.790644,
2023.10.14-15.47.36.795,X=403539.694 Y=366875.751 Z=2248.023,P=4.325127 Y=-27.680060 R=0.822773,
2023.10.14-15.47.36.867,X=403562.774 Y=366849.249 Z=2248.023,P=4.425228 Y=-27.612039 R=0.783874,
2023.10.14-15.47.36.940,X=403591.700 Y=366816.027 Z=2248.023,P=4.406346 Y=-27.651281 R=0.647764,
2023.10.14-15.47.37.013,X=403619.976 Y=366783.905 Z=2248.023,P=4.385225 Y=-27.738445 R=0.755664,
2023.10.14-15.47.37.085,X=403649.155 Y=366750.945 Z=2248.023,P=4.580017 Y=-27.728642 R=1.056021,
2023.10.14-15.47.37.157,X=403677.846 Y=366718.710 Z=2248.023,P=4.687295 Y=-27.698161 R=1.207904,
2023.10.14-15.47.37.230,X=403706.543 Y=366686.581 Z=2248.023,P=4.554991 Y=-27.523938 R=1.366058,
2023.10.14-15.47.37.302,X=403736.485 Y=366653.831 Z=2248.023,P=4.655424 Y=-27.438924 R=1.621459,
2023.10.14-15.47.37.373,X=403766.443 Y=366622.543 Z=2248.023,P=4.531187 Y=-27.483343 R=1.709510,
2023.10.14-15.47.37.447,X=403797.165 Y=366592.527 Z=2248.023,P=4.448076 Y=-27.357407 R=1.907223,
2023.10.14-15.47.37.517,X=403828.886 Y=366562.827 Z=2248.023,P=4.344731 Y=-27.134443 R=1.947247,
2023.10.14-15.47.37.590,X=403860.649 Y=366533.895 Z=2248.023,P=4.319195 Y=-26.933773 R=2.096903,
2023.10.14-15.47.37.661,X=403899.420 Y=366499.011 Z=2248.023,P=4.050704 Y=-26.823854 R=2.008119,
2023.10.14-15.47.37.733,X=403924.958 Y=366476.314 Z=2248.023,P=3.930924 Y=-26.656243 R=2.140089,
2023.10.14-15.47.37.806,X=403957.290 Y=366447.667 Z=2248.023,P=3.821782 Y=-26.407795 R=2.173182,
2023.10.14-15.47.37.876,X=403990.185 Y=366419.922 Z=2248.023,P=3.673969 Y=-26.193168 R=2.242199,
2023.10.14-15.47.37.947,X=404023.879 Y=366394.299 Z=2248.023,P=3.618286 Y=-25.994483 R=2.442998,
2023.10.14-15.47.38.019,X=404060.187 Y=366371.995 Z=2248.023,P=3.519255 Y=-25.846943 R=2.564201,
2023.10.14-15.47.38.089,X=404097.520 Y=366351.974 Z=2248.023,P=3.485261 Y=-25.808448 R=2.721205,
2023.10.14-15.47.38.160,X=404135.900 Y=366332.599 Z=2248.023,P=3.360598 Y=-25.805995 R=2.786392,
2023.10.14-15.47.38.232,X=404173.908 Y=366313.892 Z=2248.023,P=3.180568 Y=-25.816357 R=2.861989,
2023.10.14-15.47.38.305,X=404213.069 Y=366294.816 Z=2248.023,P=2.997842 Y=-25.818692 R=2.862109,
2023.10.14-15.47.38.377,X=404252.479 Y=366275.697 Z=2248.023,P=2.862933 Y=-25.725638 R=2.998568,
2023.10.14-15.47.38.451,X=404291.322 Y=366256.921 Z=2248.023,P=2.911178 Y=-25.589369 R=3.102820,
2023.10.14-15.47.38.523,X=404330.642 Y=366238.007 Z=2248.023,P=2.935456 Y=-25.460083 R=3.098474,
2023.10.14-15.47.38.595,X=404370.122 Y=366219.121 Z=2248.023,P=2.941707 Y=-25.381244 R=3.095387,
2023.10.14-15.47.38.667,X=404409.779 Y=366200.236 Z=2248.023,P=3.016609 Y=-25.353451 R=3.100381,
2023.10.14-15.47.38.740,X=404448.522 Y=366181.839 Z=2248.023,P=3.008569 Y=-25.299711 R=3.078937,
2023.10.14-15.47.38.813,X=404487.724 Y=366163.269 Z=2248.023,P=3.184868 Y=-25.309034 R=3.048329,
2023.10.14-15.47.38.886,X=404527.334 Y=366144.527 Z=2248.023,P=3.257486 Y=-25.398194 R=2.986007,
2023.10.14-15.47.38.958,X=404566.581 Y=366125.926 Z=2248.023,P=3.364631 Y=-25.384686 R=2.997264,
2023.10.14-15.47.39.031,X=404605.508 Y=366107.462 Z=2248.023,P=3.481674 Y=-25.379004 R=2.953422,
2023.10.14-15.47.39.103,X=404644.981 Y=366088.738 Z=2248.023,P=3.484741 Y=-25.447068 R=2.910991,
2023.10.14-15.47.39.174,X=404689.144 Y=366067.754 Z=2248.023,P=3.607329 Y=-25.468790 R=2.905147,
2023.10.14-15.47.39.247,X=404723.318 Y=366051.496 Z=2248.023,P=3.735347 Y=-25.588014 R=2.785794,
2023.10.14-15.47.39.320,X=404762.586 Y=366032.752 Z=2248.023,P=3.858618 Y=-25.942955 R=2.619059,
2023.10.14-15.47.39.392,X=404801.638 Y=366013.932 Z=2248.023,P=4.033326 Y=-26.800415 R=2.564180,
2023.10.14-15.47.39.463,X=404840.604 Y=365994.696 Z=2248.023,P=4.227704 Y=-27.931656 R=2.559072,
2023.10.14-15.47.39.535,X=404878.664 Y=365975.197 Z=2248.023,P=4.356815 Y=-28.943896 R=2.593519,
2023.10.14-15.47.39.608,X=404916.718 Y=365954.882 Z=2248.023,P=4.565372 Y=-29.757562 R=2.634654,
2023.10.14-15.47.39.679,X=404955.934 Y=365933.131 Z=2248.023,P=4.679565 Y=-30.160166 R=2.505999,
2023.10.14-15.47.39.750,X=404991.449 Y=365912.926 Z=2248.023,P=4.630692 Y=-29.944743 R=2.394155,
2023.10.14-15.47.39.822,X=405028.591 Y=365891.618 Z=2248.023,P=4.592547 Y=-29.505286 R=2.412266,
2023.10.14-15.47.39.891,X=405065.927 Y=365870.329 Z=2248.023,P=4.619715 Y=-28.961813 R=2.441240,
2023.10.14-15.47.39.963,X=405102.862 Y=365849.582 Z=2248.023,P=4.601988 Y=-28.501647 R=2.387758,
2023.10.14-15.47.40.035,X=405140.199 Y=365828.979 Z=2248.023,P=4.580147 Y=-28.143651 R=2.421302,
2023.10.14-15.47.40.104,X=405177.692 Y=365808.632 Z=2248.023,P=4.601504 Y=-27.870035 R=2.490529,
2023.10.14-15.47.40.174,X=405216.855 Y=365787.681 Z=2248.023,P=4.678457 Y=-27.609819 R=2.510536,
2023.10.14-15.47.40.245,X=405251.678 Y=365769.266 Z=2248.023,P=4.638520 Y=-27.331016 R=2.497021,
2023.10.14-15.47.40.317,X=405289.836 Y=365749.331 Z=2248.023,P=4.617679 Y=-27.123034 R=2.492448,
2023.10.14-15.47.40.389,X=405327.965 Y=365729.624 Z=2248.023,P=4.590973 Y=-26.961025 R=2.501982,
2023.10.14-15.47.40.461,X=405366.233 Y=365710.015 Z=2248.023,P=4.609949 Y=-26.872462 R=2.489908,
2023.10.14-15.47.40.534,X=405404.624 Y=365690.465 Z=2248.023,P=4.636520 Y=-26.852786 R=2.493433,
2023.10.14-15.47.40.605,X=405443.780 Y=365670.593 Z=2248.023,P=4.705968 Y=-26.817426 R=2.525722,
2023.10.14-15.47.40.677,X=405482.044 Y=365651.216 Z=2248.023,P=4.784664 Y=-26.740158 R=2.525313,
2023.10.14-15.47.40.746,X=405520.211 Y=365631.939 Z=2248.023,P=4.855206 Y=-26.706082 R=2.503096,
2023.10.14-15.47.40.818,X=405557.590 Y=365613.100 Z=2248.023,P=4.922216 Y=-26.677499 R=2.483170,
2023.10.14-15.47.40.890,X=405595.896 Y=365593.826 Z=2248.023,P=5.046641 Y=-26.621054 R=2.463933,
2023.10.14-15.47.40.961,X=405634.097 Y=365574.644 Z=2248.023,P=5.198912 Y=-26.547478 R=2.474208,
2023.10.14-15.47.41.032,X=405672.561 Y=365555.380 Z=2248.277,P=5.295860 Y=-26.457643 R=2.320840,
2023.10.14-15.47.41.105,X=405711.368 Y=365536.010 Z=2248.277,P=5.312544 Y=-26.456696 R=2.331935,
2023.10.14-15.47.41.175,X=405750.100 Y=365516.711 Z=2248.277,P=5.429661 Y=-26.378336 R=2.355525,
2023.10.14-15.47.41.247,X=405787.789 Y=365497.977 Z=2248.277,P=5.418800 Y=-26.270037 R=2.293967,
2023.10.14-15.47.41.318,X=405826.015 Y=365479.044 Z=2248.277,P=5.437387 Y=-26.245602 R=2.372106,
2023.10.14-15.47.41.388,X=405864.919 Y=365459.825 Z=2248.277,P=5.416085 Y=-26.182805 R=2.369178,
2023.10.14-15.47.41.458,X=405902.914 Y=365441.102 Z=2248.277,P=5.453724 Y=-26.087885 R=2.405597,
2023.10.14-15.47.41.529,X=405940.703 Y=365422.541 Z=2248.277,P=5.445488 Y=-26.071300 R=2.414966,
2023.10.14-15.47.41.600,X=405979.552 Y=365403.502 Z=2248.277,P=5.452957 Y=-26.033888 R=2.440934,
2023.10.14-15.47.41.669,X=406018.878 Y=365384.263 Z=2248.277,P=5.535916 Y=-25.988144 R=2.450159,
2023.10.14-15.47.41.740,X=406054.289 Y=365366.971 Z=2248.277,P=5.519482 Y=-26.003281 R=2.400581,
2023.10.14-15.47.41.810,X=406092.257 Y=365348.443 Z=2248.277,P=5.527614 Y=-26.021277 R=2.323364,
2023.10.14-15.47.41.878,X=406129.795 Y=365330.122 Z=2248.277,P=5.537058 Y=-26.044208 R=2.310582,
2023.10.14-15.47.41.948,X=406166.874 Y=365312.014 Z=2248.277,P=5.604468 Y=-26.047639 R=2.328428,
2023.10.14-15.47.42.017,X=406204.120 Y=365293.816 Z=2248.277,P=5.647230 Y=-26.063277 R=2.274534,
2023.10.14-15.47.42.088,X=406241.744 Y=365275.423 Z=2248.277,P=5.647027 Y=-26.075158 R=2.307998,
2023.10.14-15.47.42.156,X=406281.493 Y=365255.981 Z=2248.277,P=5.665722 Y=-26.002509 R=2.335060,
2023.10.14-15.47.42.226,X=406316.075 Y=365239.085 Z=2248.277,P=5.683583 Y=-25.939752 R=2.371655,
2023.10.14-15.47.42.294,X=406353.830 Y=365220.681 Z=2248.277,P=5.709011 Y=-25.867169 R=2.415118,
2023.10.14-15.47.42.363,X=406390.775 Y=365202.720 Z=2248.277,P=5.718408 Y=-25.811456 R=2.440131,
2023.10.14-15.47.42.433,X=406428.148 Y=365184.600 Z=2248.277,P=5.858739 Y=-25.765234 R=2.518086,
2023.10.14-15.47.42.500,X=406465.987 Y=365166.298 Z=2248.277,P=5.801220 Y=-25.720874 R=2.468483,
2023.10.14-15.47.42.569,X=406502.726 Y=365148.566 Z=2248.277,P=5.855852 Y=-25.715963 R=2.527566,
2023.10.14-15.47.42.639,X=406544.858 Y=365128.257 Z=2248.277,P=5.855024 Y=-25.713390 R=2.575243,
2023.10.14-15.47.42.708,X=406577.433 Y=365112.563 Z=2248.277,P=5.992370 Y=-25.669892 R=2.691965,
2023.10.14-15.47.42.775,X=406614.643 Y=365094.658 Z=2248.277,P=6.046274 Y=-25.674329 R=2.634427,
2023.10.14-15.47.42.846,X=406651.215 Y=365077.069 Z=2248.277,P=5.974104 Y=-25.750747 R=2.640992,
2023.10.14-15.47.42.914,X=406689.493 Y=365058.636 Z=2248.277,P=5.906930 Y=-25.739927 R=2.715112,
2023.10.14-15.47.42.981,X=406725.897 Y=365041.091 Z=2248.277,P=5.943669 Y=-25.688997 R=2.786045,
2023.10.14-15.47.43.049,X=406762.504 Y=365023.464 Z=2248.277,P=6.052793 Y=-25.702922 R=2.850782,
2023.10.14-15.47.43.115,X=406798.964 Y=365005.913 Z=2248.277,P=6.159389 Y=-25.718730 R=2.862177,
2023.10.14-15.47.43.183,X=406834.667 Y=364988.721 Z=2248.277,P=6.338377 Y=-25.765998 R=2.838299,
2023.10.14-15.47.43.249,X=406870.677 Y=364971.362 Z=2248.277,P=6.335765 Y=-25.857529 R=2.753830,
2023.10.14-15.47.43.316,X=406906.848 Y=364953.881 Z=2248.277,P=6.444986 Y=-25.981418 R=2.764477,
2023.10.14-15.47.43.382,X=406942.886 Y=364936.392 Z=2248.277,P=6.536128 Y=-26.075559 R=2.755698,
2023.10.14-15.47.43.449,X=406978.750 Y=364918.913 Z=2248.277,P=6.686323 Y=-26.217884 R=2.788528,
2023.10.14-15.47.43.515,X=407014.353 Y=364901.471 Z=2248.277,P=6.815331 Y=-26.439179 R=2.786508,
2023.10.14-15.47.43.580,X=407049.667 Y=364884.045 Z=2248.277,P=7.050560 Y=-26.725545 R=2.909832,
2023.10.14-15.47.43.646,X=407084.727 Y=364866.572 Z=2248.277,P=7.270376 Y=-27.042167 R=3.070768,
2023.10.14-15.47.43.710,X=407120.249 Y=364848.655 Z=2248.277,P=7.526211 Y=-27.385289 R=3.326170,
2023.10.14-15.47.43.776,X=407154.971 Y=364830.908 Z=2248.277,P=7.883510 Y=-27.788293 R=3.530726,
2023.10.14-15.47.43.842,X=407189.816 Y=364812.825 Z=2248.277,P=8.130512 Y=-28.140707 R=3.665402,
2023.10.14-15.47.43.905,X=407224.502 Y=364794.547 Z=2248.277,P=8.232847 Y=-28.256319 R=3.666185,
2023.10.14-15.47.43.971,X=407257.959 Y=364776.734 Z=2248.277,P=8.248917 Y=-28.199726 R=3.683908,
2023.10.14-15.47.44.036,X=407295.098 Y=364756.876 Z=2248.277,P=8.237099 Y=-28.025693 R=3.665474,
2023.10.14-15.47.44.103,X=407327.409 Y=364739.626 Z=2248.277,P=8.160246 Y=-27.931830 R=3.595562,
2023.10.14-15.47.44.166,X=407362.509 Y=364721.228 Z=2248.277,P=8.021508 Y=-27.903074 R=3.566710,
2023.10.14-15.47.44.229,X=407397.260 Y=364704.655 Z=2248.277,P=7.915590 Y=-27.958607 R=3.482202,
2023.10.14-15.47.44.294,X=407423.429 Y=364692.761 Z=2248.277,P=7.819552 Y=-28.100470 R=3.540699,
2023.10.14-15.47.44.357,X=407430.494 Y=364689.598 Z=2248.277,P=7.838999 Y=-28.202752 R=3.707302,
2023.10.14-15.47.44.421,X=407430.494 Y=364689.598 Z=2248.277,P=7.994738 Y=-28.182914 R=3.793730,
2023.10.14-15.47.44.482,X=407430.494 Y=364689.598 Z=2248.277,P=8.143741 Y=-28.240203 R=3.858238,
2023.10.14-15.47.44.537,X=407430.494 Y=364689.598 Z=2248.277,P=8.278482 Y=-28.420180 R=3.929915,
2023.10.14-15.47.44.587,X=407430.494 Y=364689.598 Z=2248.277,P=8.531871 Y=-28.735272 R=4.114443,
2023.10.14-15.47.44.640,X=407430.494 Y=364689.598 Z=2248.277,P=8.807405 Y=-29.087809 R=4.200861,
2023.10.14-15.47.44.698,X=407430.494 Y=364689.598 Z=2248.277,P=9.162169 Y=-29.541200 R=4.286594,
2023.10.14-15.47.44.757,X=407430.494 Y=364689.598 Z=2248.277,P=9.496135 Y=-30.021607 R=4.415809,
2023.10.14-15.47.44.804,X=407430.494 Y=364689.598 Z=2248.277,P=9.662268 Y=-30.414997 R=4.302035,
2023.10.14-15.47.44.844,X=407431.235 Y=364690.594 Z=2248.277,P=9.737107 Y=-30.749200 R=4.378318,
2023.10.14-15.47.44.894,X=407432.690 Y=364692.406 Z=2248.277,P=9.985088 Y=-31.258632 R=4.487015,
2023.10.14-15.47.44.953,X=407437.532 Y=364698.567 Z=2248.277,P=10.106544 Y=-31.908987 R=4.532333,
2023.10.14-15.47.45.015,X=407447.212 Y=364711.011 Z=2248.277,P=10.307961 Y=-32.502700 R=4.727548,
2023.10.14-15.47.45.073,X=407462.461 Y=364730.478 Z=2248.277,P=10.724153 Y=-32.952105 R=4.854185,
2023.10.14-15.47.45.136,X=407481.170 Y=364754.084 Z=2248.277,P=11.185007 Y=-33.552958 R=4.863304,
2023.10.14-15.47.45.197,X=407504.653 Y=364783.340 Z=2248.277,P=11.497682 Y=-34.321890 R=4.789483,
2023.10.14-15.47.45.258,X=407531.760 Y=364815.226 Z=2248.277,P=11.805659 Y=-35.126439 R=4.796942,
2023.10.14-15.47.45.320,X=407552.738 Y=364838.296 Z=2248.277,P=12.062840 Y=-35.864413 R=4.747310,
2023.10.14-15.47.45.382,X=407579.100 Y=364865.107 Z=2248.277,P=12.177783 Y=-36.518612 R=4.658642,
2023.10.14-15.47.45.444,X=407606.084 Y=364891.203 Z=2248.277,P=12.297363 Y=-37.178218 R=4.697803,
2023.10.14-15.47.45.506,X=407633.820 Y=364915.315 Z=2248.277,P=12.330832 Y=-37.779202 R=4.696124,
2023.10.14-15.47.45.568,X=407665.238 Y=364935.256 Z=2248.277,P=12.266646 Y=-38.317475 R=4.553302,
2023.10.14-15.47.45.631,X=407700.494 Y=364947.074 Z=2248.277,P=12.301570 Y=-38.757732 R=4.466281,
2023.10.14-15.47.45.693,X=407737.805 Y=364949.631 Z=2248.277,P=12.191614 Y=-39.346478 R=4.209359,
2023.10.14-15.47.45.753,X=407749.834 Y=364949.834 Z=2248.277,P=12.177690 Y=-40.234175 R=4.196955,
2023.10.14-15.47.45.817,X=407749.834 Y=364949.834 Z=2248.277,P=12.311197 Y=-41.490443 R=4.131149,
2023.10.14-15.47.45.879,X=407749.834 Y=364949.834 Z=2248.277,P=12.908148 Y=-42.984444 R=4.432235,
2023.10.14-15.47.45.936,X=407749.834 Y=364949.834 Z=2248.277,P=13.418363 Y=-44.516896 R=4.218248,
2023.10.14-15.47.45.992,X=407749.834 Y=364949.834 Z=2248.277,P=13.942660 Y=-45.952438 R=4.267378,
2023.10.14-15.47.46.051,X=407749.834 Y=364949.834 Z=2248.277,P=14.436237 Y=-47.083008 R=4.274768,
2023.10.14-15.47.46.111,X=407749.834 Y=364949.834 Z=2248.277,P=14.968607 Y=-48.242093 R=4.279391,
2023.10.14-15.47.46.169,X=407749.834 Y=364949.834 Z=2248.277,P=15.437721 Y=-48.901960 R=4.382893,
2023.10.14-15.47.46.226,X=407749.834 Y=364949.834 Z=2248.277,P=16.009799 Y=-49.479573 R=4.471361,
2023.10.14-15.47.46.277,X=407749.834 Y=364949.834 Z=2248.277,P=16.266549 Y=-49.707090 R=4.388275,
2023.10.14-15.47.46.334,X=407749.834 Y=364949.834 Z=2248.277,P=16.375754 Y=-49.847818 R=4.301879,
2023.10.14-15.47.46.392,X=407749.834 Y=364949.834 Z=2248.277,P=16.251427 Y=-49.563825 R=4.169142,
2023.10.14-15.47.46.445,X=407749.834 Y=364949.834 Z=2248.277,P=15.653531 Y=-49.148700 R=4.011583,
2023.10.14-15.47.46.502,X=407749.834 Y=364949.834 Z=2248.277,P=14.612587 Y=-48.413200 R=3.678350,
2023.10.14-15.47.46.561,X=407749.834 Y=364949.834 Z=2248.277,P=12.765253 Y=-47.189608 R=3.168024,
2023.10.14-15.47.46.621,X=407749.834 Y=364949.834 Z=2248.277,P=9.916908 Y=-45.735320 R=2.559519,
2023.10.14-15.47.46.681,X=407749.834 Y=364949.834 Z=2248.277,P=6.848341 Y=-44.432532 R=2.703803,
2023.10.14-15.47.46.772,X=407749.834 Y=364949.834 Z=2248.277,P=6.848341 Y=-44.432532 R=2.703803,
2023.10.14-15.47.46.803,X=407749.834 Y=364949.834 Z=2248.277,P=1.103219 Y=-42.512022 R=3.167289,
2023.10.14-15.47.46.866,X=407749.834 Y=364949.834 Z=2248.277,P=-1.272734 Y=-41.941227 R=3.541049,
2023.10.14-15.47.46.930,X=407749.834 Y=364949.834 Z=2248.277,P=-3.227993 Y=-41.521597 R=3.248088,
2023.10.14-15.47.46.995,X=407749.834 Y=364949.834 Z=2248.277,P=-5.539305 Y=-41.479990 R=3.136017,
2023.10.14-15.47.47.060,X=407749.834 Y=364949.834 Z=2248.277,P=-8.161710 Y=-41.902881 R=2.558547,
2023.10.14-15.47.47.122,X=407749.834 Y=364949.834 Z=2248.277,P=-10.233203 Y=-42.250340 R=2.964229,
2023.10.14-15.47.47.187,X=407749.834 Y=364949.834 Z=2248.277,P=-11.931135 Y=-42.672350 R=2.674184,
2023.10.14-15.47.47.256,X=407749.834 Y=364949.834 Z=2248.277,P=-13.598104 Y=-43.154878 R=3.061710,
2023.10.14-15.47.47.322,X=407749.834 Y=364949.834 Z=2248.277,P=-13.873398 Y=-43.319252 R=3.872411,
2023.10.14-15.47.47.387,X=407749.834 Y=364949.834 Z=2248.277,P=-13.784194 Y=-43.156127 R=3.770214,
2023.10.14-15.47.47.453,X=407749.834 Y=364949.834 Z=2248.277,P=-13.767288 Y=-43.021420 R=3.786010,
